Datetime,AEP,COMED,DAYTON,DEOK,DOM,DUQ,EKPC,FE,NI,PJME,PJMW,PJM_Load
2011-09-20 05:00:00,12060.0,8209.0,1473.0,,7232.0,1338.0,,6080.0,,22515.0,3926.0,
2011-09-20 06:00:00,12613.0,8380.0,1586.0,,7813.0,1404.0,,6479.0,,24411.0,4221.0,
2011-09-20 07:00:00,14071.0,9004.0,1809.0,,9085.0,1556.0,,7252.0,,28075.0,4724.0,
2011-09-20 08:00:00,14871.0,10084.0,1946.0,,9632.0,1671.0,,7681.0,,30284.0,5006.0,
2011-09-20 09:00:00,15114.0,10679.0,1971.0,,9842.0,1698.0,,7842.0,,31128.0,5101.0,
2011-09-20 10:00:00,15291.0,11161.0,2030.0,,10110.0,1744.0,,8056.0,,31830.0,5180.0,
2011-09-20 11:00:00,15539.0,11515.0,2065.0,,10383.0,1794.0,,8237.0,,32412.0,5265.0,
2011-09-20 12:00:00,15646.0,11865.0,2085.0,,10535.0,1819.0,,8266.0,,32729.0,5315.0,
2011-09-20 13:00:00,15834.0,12069.0,2110.0,,10717.0,1832.0,,8379.0,,32834.0,5372.0,
2011-09-20 14:00:00,15957.0,12178.0,2128.0,,10855.0,1859.0,,8412.0,,32966.0,5320.0,
2011-09-20 15:00:00,15944.0,12319.0,2155.0,,10997.0,1872.0,,8409.0,,32891.0,5372.0,
2011-09-20 16:00:00,16014.0,12353.0,2137.0,,11079.0,1858.0,,8349.0,,32809.0,5317.0,
2011-09-20 17:00:00,16155.0,12313.0,2118.0,,11121.0,1847.0,,8262.0,,32912.0,5342.0,
2011-09-20 18:00:00,16095.0,12214.0,2095.0,,11221.0,1813.0,,8155.0,,32909.0,5374.0,
2011-09-20 19:00:00,15887.0,11980.0,2070.0,,11113.0,1783.0,,8011.0,,32598.0,5382.0,
2011-09-20 20:00:00,15985.0,11771.0,2087.0,,11440.0,1821.0,,8147.0,,33771.0,5617.0,
2011-09-20 21:00:00,16451.0,12264.0,2166.0,,11362.0,1846.0,,8398.0,,33568.0,5623.0,
2011-09-20 22:00:00,15903.0,12077.0,2068.0,,10599.0,1754.0,,8081.0,,31678.0,5352.0,
2011-09-20 23:00:00,14846.0,11464.0,1904.0,,9654.0,1643.0,,7449.0,,28967.0,4861.0,
2011-09-21 00:00:00,13633.0,10567.0,1737.0,,8705.0,1509.0,,6884.0,,26395.0,4471.0,
2011-09-19 01:00:00,11881.0,8809.0,1464.0,,7278.0,1325.0,,5831.0,,22506.0,3869.0,
2011-09-19 02:00:00,11461.0,8468.0,1424.0,,6989.0,1271.0,,5571.0,,21511.0,3724.0,
2011-09-19 03:00:00,11440.0,8208.0,1396.0,,6808.0,1264.0,,5525.0,,21108.0,3633.0,
2011-09-19 04:00:00,11334.0,8163.0,1387.0,,6811.0,1234.0,,5533.0,,20972.0,3691.0,
2011-09-19 05:00:00,11603.0,8122.0,1427.0,,7013.0,1275.0,,5665.0,,21528.0,3819.0,
2011-09-19 06:00:00,12393.0,8368.0,1545.0,,7607.0,1351.0,,6106.0,,23443.0,4086.0,
2011-09-19 07:00:00,13838.0,9027.0,1787.0,,8749.0,1490.0,,6932.0,,26799.0,4635.0,
2011-09-19 08:00:00,14687.0,10316.0,1949.0,,9261.0,1523.0,,7405.0,,28650.0,4871.0,
2011-09-19 09:00:00,14905.0,11165.0,1978.0,,9437.0,1590.0,,7566.0,,29630.0,4930.0,
2011-09-19 10:00:00,15234.0,11599.0,2029.0,,9660.0,1613.0,,7825.0,,30357.0,4998.0,
2011-09-19 11:00:00,15498.0,11793.0,2082.0,,9941.0,1701.0,,7997.0,,31004.0,5089.0,
2011-09-19 12:00:00,15474.0,12002.0,2102.0,,10142.0,1721.0,,8047.0,,31438.0,5133.0,
2011-09-19 13:00:00,15638.0,12072.0,2121.0,,10260.0,1726.0,,8060.0,,31629.0,5137.0,
2011-09-19 14:00:00,15670.0,12055.0,2106.0,,10375.0,1746.0,,8075.0,,31827.0,5094.0,
2011-09-19 15:00:00,15613.0,12087.0,2086.0,,10418.0,1734.0,,8021.0,,31725.0,5093.0,
2011-09-19 16:00:00,15513.0,11999.0,2043.0,,10386.0,1748.0,,7928.0,,31626.0,5093.0,
2011-09-19 17:00:00,15367.0,11859.0,2023.0,,10386.0,1742.0,,7879.0,,31647.0,5128.0,
2011-09-19 18:00:00,15359.0,11772.0,2020.0,,10518.0,1734.0,,7888.0,,31561.0,5153.0,
2011-09-19 19:00:00,15428.0,11608.0,2008.0,,10461.0,1737.0,,7879.0,,31549.0,5214.0,
2011-09-19 20:00:00,15835.0,11447.0,2036.0,,10907.0,1732.0,,8016.0,,32878.0,5448.0,
2011-09-19 21:00:00,15962.0,11958.0,2063.0,,10828.0,1696.0,,8148.0,,32421.0,5461.0,
2011-09-19 22:00:00,15332.0,11751.0,1964.0,,10065.0,1658.0,,7756.0,,30541.0,5141.0,
2011-09-19 23:00:00,14408.0,11164.0,1829.0,,9196.0,1548.0,,7244.0,,28030.0,4788.0,
2011-09-20 00:00:00,13453.0,10270.0,1680.0,,8283.0,1439.0,,6723.0,,25554.0,4363.0,
2011-09-18 01:00:00,11325.0,8712.0,1335.0,,7194.0,1279.0,,5517.0,,22381.0,3629.0,
2011-09-18 02:00:00,10972.0,8263.0,1261.0,,6958.0,1229.0,,5300.0,,21428.0,3492.0,
2011-09-18 03:00:00,10799.0,7921.0,1232.0,,6755.0,1209.0,,5107.0,,20786.0,3411.0,
2011-09-18 04:00:00,10660.0,7718.0,1207.0,,6637.0,1188.0,,5047.0,,20487.0,3354.0,
2011-09-18 05:00:00,10677.0,7582.0,1200.0,,6631.0,1186.0,,5052.0,,20398.0,3347.0,
2011-09-18 06:00:00,10711.0,7523.0,1222.0,,6752.0,1207.0,,5078.0,,20653.0,3434.0,
2011-09-18 07:00:00,11040.0,7651.0,1262.0,,7016.0,1234.0,,5262.0,,21247.0,3568.0,
2011-09-18 08:00:00,11324.0,7834.0,1299.0,,7367.0,1239.0,,5343.0,,22032.0,3709.0,
2011-09-18 09:00:00,11787.0,7977.0,1385.0,,7950.0,1295.0,,5618.0,,23699.0,3946.0,
2011-09-18 10:00:00,12308.0,8416.0,1465.0,,8454.0,1367.0,,5935.0,,25016.0,4089.0,
2011-09-18 11:00:00,12661.0,8769.0,1526.0,,8670.0,1412.0,,6137.0,,25801.0,4190.0,
2011-09-18 12:00:00,12785.0,9063.0,1561.0,,8808.0,1446.0,,6224.0,,26340.0,4248.0,
2011-09-18 13:00:00,12999.0,9258.0,1592.0,,8804.0,1478.0,,6352.0,,26622.0,4285.0,
2011-09-18 14:00:00,13117.0,9355.0,1593.0,,8862.0,1488.0,,6291.0,,26600.0,4265.0,
2011-09-18 15:00:00,13156.0,9391.0,1587.0,,8886.0,1483.0,,6271.0,,26515.0,4245.0,
2011-09-18 16:00:00,13085.0,9440.0,1589.0,,8834.0,1479.0,,6385.0,,26391.0,4277.0,
2011-09-18 17:00:00,13274.0,9490.0,1615.0,,8953.0,1509.0,,6495.0,,27087.0,4354.0,
2011-09-18 18:00:00,13437.0,9573.0,1641.0,,9101.0,1502.0,,6503.0,,27327.0,4425.0,
2011-09-18 19:00:00,13608.0,9730.0,1642.0,,9305.0,1507.0,,6582.0,,27658.0,4456.0,
2011-09-18 20:00:00,14011.0,10022.0,1711.0,,9826.0,1544.0,,6815.0,,29301.0,4693.0,
2011-09-18 21:00:00,14542.0,10448.0,1784.0,,9832.0,1619.0,,7144.0,,29517.0,4792.0,
2011-09-18 22:00:00,13858.0,10322.0,1724.0,,9277.0,1558.0,,6892.0,,28123.0,4593.0,
2011-09-18 23:00:00,13150.0,9963.0,1639.0,,8551.0,1485.0,,6474.0,,26149.0,4298.0,
2011-09-19 00:00:00,12410.0,9428.0,1511.0,,7792.0,1388.0,,6080.0,,24119.0,4029.0,
2011-09-17 01:00:00,11924.0,9223.0,1438.0,,7327.0,1318.0,,5934.0,,23192.0,3889.0,
2011-09-17 02:00:00,11512.0,8622.0,1351.0,,7007.0,1264.0,,5724.0,,22073.0,3727.0,
2011-09-17 03:00:00,11251.0,8320.0,1319.0,,6769.0,1227.0,,5672.0,,21503.0,3616.0,
2011-09-17 04:00:00,10992.0,8061.0,1307.0,,6681.0,1212.0,,5631.0,,21092.0,3610.0,
2011-09-17 05:00:00,10980.0,7976.0,1305.0,,6663.0,1215.0,,5651.0,,21087.0,3626.0,
2011-09-17 06:00:00,11468.0,7987.0,1353.0,,6855.0,1244.0,,5820.0,,21613.0,3704.0,
2011-09-17 07:00:00,11757.0,8213.0,1446.0,,7254.0,1301.0,,5949.0,,22577.0,3883.0,
2011-09-17 08:00:00,12356.0,8537.0,1506.0,,7677.0,1308.0,,5959.0,,23685.0,4051.0,
2011-09-17 09:00:00,12878.0,8765.0,1585.0,,8266.0,1366.0,,6375.0,,25392.0,4302.0,
2011-09-17 10:00:00,13154.0,9280.0,1646.0,,8757.0,1436.0,,6618.0,,26748.0,4477.0,
2011-09-17 11:00:00,13402.0,9620.0,1668.0,,8999.0,1484.0,,6736.0,,27489.0,4567.0,
2011-09-17 12:00:00,13506.0,9878.0,1680.0,,8999.0,1489.0,,6744.0,,27664.0,4559.0,
2011-09-17 13:00:00,13344.0,9941.0,1674.0,,9027.0,1496.0,,6694.0,,27663.0,4462.0,
2011-09-17 14:00:00,13158.0,9863.0,1665.0,,8898.0,1487.0,,6622.0,,27440.0,4416.0,
2011-09-17 15:00:00,13138.0,9815.0,1645.0,,8780.0,1485.0,,6565.0,,27100.0,4360.0,
2011-09-17 16:00:00,13095.0,9727.0,1635.0,,8738.0,1486.0,,6495.0,,26943.0,4316.0,
2011-09-17 17:00:00,13042.0,9738.0,1643.0,,8758.0,1452.0,,6456.0,,26908.0,4337.0,
2011-09-17 18:00:00,13149.0,9647.0,1636.0,,8769.0,1457.0,,6468.0,,26925.0,4298.0,
2011-09-17 19:00:00,13142.0,9552.0,1623.0,,8846.0,1436.0,,6429.0,,27020.0,4290.0,
2011-09-17 20:00:00,13378.0,9580.0,1631.0,,9266.0,1500.0,,6527.0,,28267.0,4501.0,
2011-09-17 21:00:00,13747.0,10152.0,1695.0,,9246.0,1538.0,,6812.0,,28439.0,4582.0,
2011-09-17 22:00:00,13424.0,10151.0,1648.0,,8906.0,1486.0,,6560.0,,27418.0,4433.0,
2011-09-17 23:00:00,12803.0,9817.0,1543.0,,8374.0,1406.0,,6239.0,,25739.0,4151.0,
2011-09-18 00:00:00,12080.0,9289.0,1433.0,,7788.0,1340.0,,5827.0,,23954.0,3844.0,
2011-09-16 01:00:00,12215.0,9233.0,1484.0,,7630.0,1372.0,,6131.0,,23530.0,4132.0,
2011-09-16 02:00:00,11747.0,8760.0,1423.0,,7249.0,1306.0,,6083.0,,22504.0,3961.0,
2011-09-16 03:00:00,11557.0,8437.0,1393.0,,7071.0,1294.0,,5904.0,,21901.0,3871.0,
2011-09-16 04:00:00,11452.0,8224.0,1363.0,,6896.0,1248.0,,5963.0,,21713.0,3866.0,
2011-09-16 05:00:00,11748.0,8139.0,1412.0,,7022.0,1267.0,,6112.0,,22044.0,3944.0,
2011-09-16 06:00:00,12473.0,8338.0,1514.0,,7514.0,1351.0,,6442.0,,23735.0,4211.0,
2011-09-16 07:00:00,13940.0,8957.0,1734.0,,8644.0,1525.0,,7028.0,,26860.0,4740.0,
2011-09-16 08:00:00,14557.0,10023.0,1864.0,,9067.0,1562.0,,7289.0,,28479.0,4933.0,
2011-09-16 09:00:00,14635.0,10667.0,1880.0,,9254.0,1632.0,,7535.0,,29274.0,4962.0,
2011-09-16 10:00:00,14789.0,11021.0,1909.0,,9408.0,1663.0,,7643.0,,29951.0,5015.0,
2011-09-16 11:00:00,14863.0,11241.0,1939.0,,9589.0,1697.0,,7753.0,,30350.0,5025.0,
2011-09-16 12:00:00,14806.0,11359.0,1941.0,,9620.0,1710.0,,7753.0,,30603.0,4993.0,
2011-09-16 13:00:00,14834.0,11417.0,1929.0,,9546.0,1704.0,,7575.0,,30619.0,4915.0,
2011-09-16 14:00:00,14674.0,11359.0,1936.0,,9536.0,1727.0,,7478.0,,30665.0,4889.0,
2011-09-16 15:00:00,14558.0,11311.0,1900.0,,9481.0,1718.0,,7340.0,,30556.0,4803.0,
2011-09-16 16:00:00,14253.0,11208.0,1844.0,,9462.0,1670.0,,7268.0,,30453.0,4729.0,
2011-09-16 17:00:00,14092.0,11058.0,1812.0,,9384.0,1651.0,,7265.0,,30223.0,4683.0,
2011-09-16 18:00:00,13884.0,10941.0,1781.0,,9336.0,1655.0,,7170.0,,29880.0,4672.0,
2011-09-16 19:00:00,13828.0,10804.0,1750.0,,9244.0,1573.0,,7017.0,,29467.0,4646.0,
2011-09-16 20:00:00,13937.0,10828.0,1764.0,,9562.0,1615.0,,7146.0,,30445.0,4810.0,
2011-09-16 21:00:00,14413.0,11216.0,1829.0,,9504.0,1617.0,,7385.0,,30237.0,4861.0,
2011-09-16 22:00:00,14195.0,11031.0,1772.0,,9128.0,1566.0,,7187.0,,29017.0,4709.0,
2011-09-16 23:00:00,13507.0,10650.0,1662.0,,8514.0,1482.0,,6816.0,,27097.0,4447.0,
2011-09-17 00:00:00,12663.0,9926.0,1540.0,,7858.0,1380.0,,6253.0,,24991.0,4153.0,
2011-09-15 01:00:00,12993.0,9257.0,1537.0,,9386.0,1538.0,,6374.0,,30035.0,4551.0,
2011-09-15 02:00:00,12418.0,8704.0,1472.0,,8767.0,1462.0,,6133.0,,28262.0,4339.0,
2011-09-15 03:00:00,12003.0,8377.0,1420.0,,8391.0,1416.0,,6027.0,,27132.0,4181.0,
2011-09-15 04:00:00,11832.0,8172.0,1394.0,,8218.0,1380.0,,5947.0,,26508.0,4106.0,
2011-09-15 05:00:00,12064.0,8116.0,1409.0,,8294.0,1404.0,,5992.0,,26562.0,4151.0,
2011-09-15 06:00:00,12618.0,8286.0,1509.0,,8876.0,1467.0,,6353.0,,28262.0,4420.0,
2011-09-15 07:00:00,13974.0,8914.0,1733.0,,10022.0,1598.0,,7131.0,,31655.0,4920.0,
2011-09-15 08:00:00,14714.0,9965.0,1850.0,,10489.0,1671.0,,7473.0,,33521.0,5211.0,
2011-09-15 09:00:00,14874.0,10548.0,1873.0,,10910.0,1716.0,,7599.0,,34949.0,5282.0,
2011-09-15 10:00:00,15079.0,10925.0,1910.0,,11530.0,1747.0,,7754.0,,36145.0,5346.0,
2011-09-15 11:00:00,15345.0,11084.0,1937.0,,12224.0,1782.0,,7898.0,,37287.0,5454.0,
2011-09-15 12:00:00,15449.0,11255.0,1935.0,,12828.0,1784.0,,7890.0,,37947.0,5515.0,
2011-09-15 13:00:00,15462.0,11304.0,1947.0,,13287.0,1789.0,,7882.0,,37966.0,5407.0,
2011-09-15 14:00:00,15406.0,11321.0,1944.0,,13620.0,1786.0,,7904.0,,37909.0,5396.0,
2011-09-15 15:00:00,15270.0,11384.0,1933.0,,13774.0,1789.0,,7815.0,,37545.0,5275.0,
2011-09-15 16:00:00,14992.0,11299.0,1887.0,,13663.0,1773.0,,7659.0,,36742.0,5181.0,
2011-09-15 17:00:00,14830.0,11191.0,1877.0,,13405.0,1773.0,,7540.0,,35729.0,5170.0,
2011-09-15 18:00:00,14742.0,11062.0,1843.0,,12818.0,1726.0,,7452.0,,34403.0,5115.0,
2011-09-15 19:00:00,14623.0,10864.0,1817.0,,12156.0,1678.0,,7371.0,,33048.0,5063.0,
2011-09-15 20:00:00,14771.0,10816.0,1821.0,,11807.0,1695.0,,7430.0,,32989.0,5214.0,
2011-09-15 21:00:00,15374.0,11388.0,1927.0,,11276.0,1718.0,,7860.0,,32424.0,5385.0,
2011-09-15 22:00:00,14939.0,11300.0,1866.0,,10369.0,1645.0,,7521.0,,30545.0,5155.0,
2011-09-15 23:00:00,13896.0,10864.0,1728.0,,9296.0,1525.0,,6978.0,,27830.0,4766.0,
2011-09-16 00:00:00,12785.0,9957.0,1574.0,,8304.0,1431.0,,6476.0,,25258.0,4400.0,
2011-09-14 01:00:00,13556.0,10012.0,1799.0,,9137.0,1659.0,,7096.0,,28791.0,4646.0,
2011-09-14 02:00:00,12986.0,9363.0,1665.0,,8569.0,1591.0,,6751.0,,27133.0,4423.0,
2011-09-14 03:00:00,12519.0,8959.0,1576.0,,8248.0,1547.0,,6526.0,,26117.0,4304.0,
2011-09-14 04:00:00,12175.0,8707.0,1524.0,,8028.0,1502.0,,6344.0,,25573.0,4223.0,
2011-09-14 05:00:00,12179.0,8590.0,1520.0,,8086.0,1511.0,,6366.0,,25774.0,4221.0,
2011-09-14 06:00:00,12755.0,8720.0,1617.0,,8706.0,1590.0,,6643.0,,27550.0,4499.0,
2011-09-14 07:00:00,14035.0,9334.0,1830.0,,9782.0,1729.0,,7432.0,,31044.0,5024.0,
2011-09-14 08:00:00,14525.0,10379.0,1956.0,,10298.0,1785.0,,7763.0,,32972.0,5226.0,
2011-09-14 09:00:00,14872.0,11023.0,1979.0,,10727.0,1845.0,,7942.0,,34774.0,5402.0,
2011-09-14 10:00:00,15352.0,11538.0,2023.0,,11466.0,1907.0,,8185.0,,36670.0,5581.0,
2011-09-14 11:00:00,15795.0,11731.0,2064.0,,12288.0,1984.0,,8436.0,,38812.0,5842.0,
2011-09-14 12:00:00,16139.0,11851.0,2089.0,,13117.0,2034.0,,8607.0,,40593.0,6057.0,
2011-09-14 13:00:00,16493.0,11887.0,2086.0,,13912.0,2082.0,,8650.0,,42339.0,6227.0,
2011-09-14 14:00:00,16989.0,11802.0,2157.0,,14694.0,2134.0,,8762.0,,44030.0,6472.0,
2011-09-14 15:00:00,17287.0,11781.0,2139.0,,15289.0,2182.0,,8703.0,,45297.0,6592.0,
2011-09-14 16:00:00,17348.0,11615.0,2107.0,,15659.0,2196.0,,8630.0,,46131.0,6680.0,
2011-09-14 17:00:00,17381.0,11396.0,2066.0,,15886.0,2184.0,,8469.0,,46461.0,6679.0,
2011-09-14 18:00:00,17278.0,11259.0,2045.0,,15627.0,2132.0,,8244.0,,45846.0,6546.0,
2011-09-14 19:00:00,16887.0,11060.0,1990.0,,14919.0,2068.0,,8128.0,,44280.0,6362.0,
2011-09-14 20:00:00,16792.0,10877.0,2006.0,,14557.0,2061.0,,8220.0,,44132.0,6313.0,
2011-09-14 21:00:00,16843.0,11395.0,2046.0,,14083.0,2064.0,,8309.0,,43009.0,6292.0,
2011-09-14 22:00:00,16154.0,11393.0,1951.0,,12967.0,1948.0,,7922.0,,40257.0,5896.0,
2011-09-14 23:00:00,15066.0,10876.0,1797.0,,11595.0,1792.0,,7288.0,,36486.0,5369.0,
2011-09-15 00:00:00,13867.0,10042.0,1641.0,,10377.0,1637.0,,6808.0,,32839.0,4928.0,
2011-09-13 01:00:00,13460.0,11723.0,1718.0,,8755.0,1524.0,,6962.0,,27827.0,4480.0,
2011-09-13 02:00:00,12984.0,10848.0,1602.0,,8146.0,1477.0,,6694.0,,26253.0,4247.0,
2011-09-13 03:00:00,12471.0,10265.0,1537.0,,7868.0,1428.0,,6507.0,,25262.0,4175.0,
2011-09-13 04:00:00,12315.0,9872.0,1495.0,,7739.0,1380.0,,6387.0,,24796.0,4074.0,
2011-09-13 05:00:00,12421.0,9667.0,1508.0,,7913.0,1425.0,,6427.0,,25014.0,4088.0,
2011-09-13 06:00:00,12975.0,9755.0,1611.0,,8435.0,1527.0,,6787.0,,26782.0,4404.0,
2011-09-13 07:00:00,14465.0,10402.0,1851.0,,9549.0,1652.0,,7570.0,,30011.0,4936.0,
2011-09-13 08:00:00,15096.0,11474.0,1970.0,,10023.0,1699.0,,7979.0,,31894.0,5099.0,
2011-09-13 09:00:00,15471.0,12120.0,2017.0,,10499.0,1774.0,,8229.0,,33564.0,5254.0,
2011-09-13 10:00:00,16004.0,12754.0,2105.0,,11107.0,1897.0,,8499.0,,35321.0,5468.0,
2011-09-13 11:00:00,16673.0,13169.0,2201.0,,11797.0,1996.0,,8950.0,,37267.0,5699.0,
2011-09-13 12:00:00,17157.0,13574.0,2283.0,,12510.0,2060.0,,9018.0,,38980.0,5944.0,
2011-09-13 13:00:00,17789.0,13757.0,2375.0,,13251.0,2121.0,,9490.0,,40244.0,6121.0,
2011-09-13 14:00:00,18314.0,13872.0,2448.0,,13916.0,2171.0,,9764.0,,41679.0,6357.0,
2011-09-13 15:00:00,18681.0,14058.0,2524.0,,14464.0,2226.0,,9934.0,,42671.0,6452.0,
2011-09-13 16:00:00,18873.0,14053.0,2568.0,,14810.0,2268.0,,10095.0,,43402.0,6572.0,
2011-09-13 17:00:00,19106.0,13987.0,2592.0,,15005.0,2290.0,,10038.0,,43791.0,6651.0,
2011-09-13 18:00:00,18909.0,13738.0,2596.0,,14863.0,2275.0,,9843.0,,43303.0,6637.0,
2011-09-13 19:00:00,18377.0,13266.0,2538.0,,14307.0,2183.0,,9603.0,,41634.0,6456.0,
2011-09-13 20:00:00,17932.0,12715.0,2484.0,,13980.0,2171.0,,9380.0,,41321.0,6391.0,
2011-09-13 21:00:00,18174.0,12909.0,2524.0,,13665.0,2162.0,,9662.0,,40827.0,6416.0,
2011-09-13 22:00:00,17356.0,12706.0,2398.0,,12615.0,2102.0,,9112.0,,38323.0,6052.0,
2011-09-13 23:00:00,15996.0,11989.0,2179.0,,11249.0,1916.0,,8426.0,,34736.0,5499.0,
2011-09-14 00:00:00,14676.0,10956.0,1957.0,,10042.0,1778.0,,7746.0,,31426.0,5051.0,
2011-09-12 01:00:00,12455.0,10448.0,1511.0,,8940.0,1426.0,,6182.0,,26235.0,4203.0,
2011-09-12 02:00:00,11865.0,9781.0,1457.0,,8355.0,1381.0,,5858.0,,24943.0,4008.0,
2011-09-12 03:00:00,11672.0,9372.0,1406.0,,8049.0,1375.0,,5752.0,,24153.0,3925.0,
2011-09-12 04:00:00,11584.0,9057.0,1393.0,,7899.0,1353.0,,5762.0,,23850.0,3914.0,
2011-09-12 05:00:00,11802.0,8948.0,1429.0,,7956.0,1370.0,,5839.0,,24275.0,3979.0,
2011-09-12 06:00:00,12369.0,9140.0,1538.0,,8555.0,1466.0,,6322.0,,26051.0,4254.0,
2011-09-12 07:00:00,13937.0,9910.0,1779.0,,9686.0,1607.0,,7079.0,,29435.0,4742.0,
2011-09-12 08:00:00,14584.0,11025.0,1901.0,,10113.0,1625.0,,7446.0,,31255.0,4979.0,
2011-09-12 09:00:00,14877.0,11901.0,1955.0,,10524.0,1700.0,,7801.0,,32853.0,5096.0,
2011-09-12 10:00:00,15377.0,12695.0,2038.0,,11146.0,1781.0,,8100.0,,34482.0,5370.0,
2011-09-12 11:00:00,16181.0,13490.0,2129.0,,11902.0,1855.0,,8444.0,,36135.0,5619.0,
2011-09-12 12:00:00,16701.0,14160.0,2204.0,,12627.0,1893.0,,8694.0,,37516.0,5742.0,
2011-09-12 13:00:00,17223.0,14782.0,2287.0,,13252.0,1929.0,,8991.0,,38831.0,5859.0,
2011-09-12 14:00:00,17799.0,15382.0,2353.0,,13845.0,1994.0,,9249.0,,40198.0,6082.0,
2011-09-12 15:00:00,17955.0,15931.0,2382.0,,14210.0,2043.0,,9346.0,,41016.0,6193.0,
2011-09-12 16:00:00,18073.0,16158.0,2399.0,,14451.0,2056.0,,9414.0,,41700.0,6222.0,
2011-09-12 17:00:00,18060.0,16325.0,2414.0,,14496.0,2084.0,,9446.0,,42178.0,6259.0,
2011-09-12 18:00:00,17921.0,16278.0,2405.0,,14302.0,2062.0,,9316.0,,41954.0,6297.0,
2011-09-12 19:00:00,17594.0,15891.0,2362.0,,13674.0,2017.0,,9128.0,,40480.0,6211.0,
2011-09-12 20:00:00,17379.0,15171.0,2305.0,,13363.0,1976.0,,8969.0,,40144.0,6160.0,
2011-09-12 21:00:00,17690.0,15253.0,2339.0,,13089.0,2003.0,,9254.0,,39688.0,6187.0,
2011-09-12 22:00:00,16975.0,15049.0,2217.0,,12060.0,1905.0,,8817.0,,37105.0,5818.0,
2011-09-12 23:00:00,15706.0,14173.0,2032.0,,10793.0,1778.0,,8105.0,,33633.0,5346.0,
2011-09-13 00:00:00,14595.0,12935.0,1842.0,,9624.0,1648.0,,7468.0,,30351.0,4859.0,
2011-09-11 01:00:00,12063.0,9860.0,1447.0,,9420.0,1466.0,,5912.0,,27659.0,4250.0,
2011-09-11 02:00:00,11632.0,9274.0,1363.0,,8534.0,1383.0,,5671.0,,26225.0,3955.0,
2011-09-11 03:00:00,11203.0,8798.0,1318.0,,8272.0,1345.0,,5474.0,,24970.0,3763.0,
2011-09-11 04:00:00,10966.0,8523.0,1276.0,,8018.0,1299.0,,5390.0,,24233.0,3739.0,
2011-09-11 05:00:00,10890.0,8308.0,1269.0,,7856.0,1298.0,,5363.0,,23898.0,3665.0,
2011-09-11 06:00:00,10998.0,8245.0,1280.0,,7846.0,1296.0,,5361.0,,24072.0,3727.0,
2011-09-11 07:00:00,11186.0,8232.0,1319.0,,8020.0,1313.0,,5488.0,,24524.0,3859.0,
2011-09-11 08:00:00,11496.0,8261.0,1360.0,,8343.0,1329.0,,5588.0,,25275.0,3935.0,
2011-09-11 09:00:00,12048.0,8429.0,1452.0,,9303.0,1397.0,,5885.0,,27153.0,4200.0,
2011-09-11 10:00:00,12788.0,9095.0,1549.0,,10410.0,1498.0,,6292.0,,29087.0,4632.0,
2011-09-11 11:00:00,13370.0,9756.0,1635.0,,11451.0,1614.0,,6542.0,,30682.0,4946.0,
2011-09-11 12:00:00,13977.0,10379.0,1719.0,,12284.0,1704.0,,6890.0,,31993.0,5175.0,
2011-09-11 13:00:00,14544.0,10933.0,1797.0,,13097.0,1761.0,,7115.0,,33053.0,5427.0,
2011-09-11 14:00:00,14859.0,11462.0,1839.0,,13645.0,1797.0,,7283.0,,33799.0,5515.0,
2011-09-11 15:00:00,15157.0,11794.0,1859.0,,14009.0,1778.0,,7376.0,,34324.0,5535.0,
2011-09-11 16:00:00,15257.0,12128.0,1861.0,,14049.0,1763.0,,7318.0,,34635.0,5514.0,
2011-09-11 17:00:00,15394.0,12333.0,1852.0,,14075.0,1784.0,,7381.0,,34895.0,5570.0,
2011-09-11 18:00:00,15511.0,12538.0,1847.0,,14069.0,1776.0,,7386.0,,34892.0,5553.0,
2011-09-11 19:00:00,15296.0,12554.0,1859.0,,13586.0,1778.0,,7369.0,,34448.0,5449.0,
2011-09-11 20:00:00,15124.0,12381.0,1837.0,,13189.0,1772.0,,7411.0,,35013.0,5458.0,
2011-09-11 21:00:00,15499.0,12644.0,1919.0,,13003.0,1747.0,,7740.0,,35112.0,5506.0,
2011-09-11 22:00:00,14888.0,12666.0,1852.0,,12046.0,1715.0,,7447.0,,33365.0,5229.0,
2011-09-11 23:00:00,14036.0,12146.0,1745.0,,10894.0,1610.0,,7007.0,,31011.0,4894.0,
2011-09-12 00:00:00,13132.0,11317.0,1624.0,,9792.0,1517.0,,6550.0,,28386.0,4443.0,
2011-09-10 01:00:00,12390.0,10144.0,1493.0,,9323.0,1454.0,,6495.0,,29963.0,4454.0,
2011-09-10 02:00:00,11876.0,9458.0,1402.0,,8678.0,1383.0,,6164.0,,28174.0,4223.0,
2011-09-10 03:00:00,11584.0,9055.0,1345.0,,8258.0,1362.0,,5935.0,,26891.0,4066.0,
2011-09-10 04:00:00,11332.0,8729.0,1303.0,,7974.0,1330.0,,5855.0,,26143.0,3971.0,
2011-09-10 05:00:00,11383.0,8587.0,1299.0,,7903.0,1320.0,,5812.0,,25790.0,3940.0,
2011-09-10 06:00:00,11610.0,8525.0,1326.0,,7997.0,1333.0,,5950.0,,26110.0,4005.0,
2011-09-10 07:00:00,11984.0,8687.0,1404.0,,8239.0,1376.0,,6196.0,,26927.0,4138.0,
2011-09-10 08:00:00,12348.0,8963.0,1457.0,,8652.0,1428.0,,6429.0,,28082.0,4321.0,
